metalearner_name,dataset_id,neg_log_loss
xgboostranker_ap_wistuba,0,-0.30720419309533475
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,0,-0.25012216686974265
xgboostranker_ap_wistuba,1,-0.4051131746980802
xgboostranker_ap_wistuba,1,-0.21266028169672668
xgboostranker_ap_wistuba,1,-0.2777994202745864
xgboostranker_ap_wistuba,1,-0.3818821486347516
xgboostranker_ap_wistuba,1,-0.33759041043785826
xgboostranker_ap_wistuba,1,-0.24373517484671295
xgboostranker_ap_wistuba,1,-0.40758103676387364
xgboostranker_ap_wistuba,1,-0.4418617217802547
xgboostranker_ap_wistuba,1,-0.2240298407139428
xgboostranker_ap_wistuba,1,-0.41078573893098497
xgboostranker_ap_wistuba,1,-2.9277193815185965
xgboostranker_ap_wistuba,1,-2.9257089683453876
xgboostranker_ap_wistuba,1,-2.9466409558017586
xgboostranker_ap_wistuba,1,-2.9443431305841674
xgboostranker_ap_wistuba,1,-2.9249827103406476
xgboostranker_ap_wistuba,1,-2.9236806257234877
xgboostranker_ap_wistuba,1,-2.9256922462586674
xgboostranker_ap_wistuba,1,-3.0564877076681203
xgboostranker_ap_wistuba,1,-2.9270096960401726
xgboostranker_ap_wistuba,1,-2.924582603044287
xgboostranker_ap_wistuba,1,-2.9466409558017586
xgboostranker_ap_wistuba,1,-2.926593120945292
xgboostranker_ap_wistuba,1,-2.9257089683453876
xgboostranker_ap_wistuba,1,-3.061132845640883
xgboostranker_ap_wistuba,1,-2.9257089683453876
